ID,Like,Comment
             날조쟁이_개소리꾼           ,16.0,킨텍스 코엑스 이런 곳도 제재해야 한다. - 고주몽 -
             조하람           ,16.0,민주노총 집회 이후로 많이 올라갔네 확진자가..... 그때 많이 퍼진건가??
             은꽃           ,21.0,검사 숫자 대비 확진자 발표를 하셔야죠5000명 검사중 450명 확진인지7000명 검사중 450명 확진인지 어케 암?
             J US           ,13.0,그냥 1인손님만 받고 2인이상 모임 금지시켜라 ㅋ
             썬행복           ,12.0,확진자 줄어두 단계는 그대루 가야될듯
             Tongsu Basketball           ,1.0,주말이라서 자발적으로 검사하는 사람이 줄어서 준거다 그 전주 주말에는 200명대나왔었다 기억 안 나냐 주말에 400명대후반이면 개심각한거제
             나명호           ,3.0,아니 정부기자 주말이라 검사수가 훨신 줄었는데 확진자수 줄었다고 정신승리 하네개 꼴받는다 ㄹㅇ
             새퀴야싸우자           ,2.0,아니...500명아래로 내려갔다고 참....그래서 뭐 1단계로내리겠다고??
             1017 stranger           ,2.0,???: 응 그래도 나가서 놀거야~ 처벌도없는데 알빠임? 나만 안걸리면그만이지~
             Garimbi           ,3.0,더욱더 조심합시다 학부모님들도 자식들 잘챙기시고요. 학생들 수능이 4일인데  애들이 시험도 못보고 망쳐서 재수해야하는 불상사를 막아야죠.
             브룰히이           ,15.0,거리두기와 마스크 쓰기와 함께 코로나 검사율 좀 높혀야 해요..검사할 데가  주변에 없음
             강다영           ,8.0,만족못함
             후루꾸꾸루후으           ,3.0,주말에 나온 수치가 의미가 있나?
             송하나           ,3.0,조금 줄었다고 그냥 두루뭉술하게 넘어가려고? ㅜㅜ 안돼~~~~~
             학생증           ,1.0,코로나 단계 올리면 자영업자 죽는소리할거고 코로나 단계내리면 확진자 많아질거임제발 사람좀 안 만나면 안되냐.. 이거 심각한거다.
             καλοκαίρι           ,2.0,고작 50명 줄었다고 ..
             조준성           ,1.0,마트에 사람 겁나많던데
             염서노           ,4.0,낮아졌다해도 아직 많은겁니다. 다들 힘내세요!
             이준           ,0.0,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
             누구에게나평등한세상           ,1.0,이러다 다음주에 700명넘어가는거 아닌지모르겠네 주말에는 항상 줄었거든...그래도 홧팅합시다 다른나라에비하면 아직우리나라는 살만하잖아
             권선비           ,1.0,거리두기 단계가 어쩌구저쩌구 하지말고 각자 조심하는수밖에 업ㄴ음
             Ht K           ,0.0,자랑이누 ㅋㅋㅋㅋ
             심히굼뜸           ,1.0,3단계 ㄱ
             스티봉여행TV           ,10.0,주말효과인데도 450명이면 평일이면 500명 훌쩍이란 소리네요
             방방쏘가륏           ,2.0,박정희 시대로 돌아가~통금시간을 만들어야할듯~통금시간 지나면 경찰들이 단속해서 벌금 때려야...
             추억추억           ,0.0,그래도많음
             청련비천           ,1.0,옴마이 갓 김치
             현유미           ,0.0,통금시간 좋은생각이예요
             딸기를 사랑한초코케이크           ,0.0,??: 우리 인생은 너무너무 바이러스가 많아~
             가나다           ,0.0,난 그냥 일일 확진자수 10명 이상이면 많다고 생각할래 줄어들던말던..
             거프           ,0.0,크리스마스 코로나대박 터지겠네~~ 걱정의 기대가 벌써부터 된다~
             ᄎᄋᄋ           ,1.0,어느덧 몇 달만 지나면 코로나 바이러스로 인해 국민 모두가 불편과 고통을 느낀지 1년이 되어갑니다.하루 빨리 안전한 코로나 바이러스 백신이 개발되어 코로나 바이러스가 종식되면 좋겠습니다.
             과일귀신           ,0.0,거지같은 우한폐렴 퍼질거면 확퍼지고 말든가 찔끔찔끔 걍 5천명 퍼지고 사라져라
             Art ADC           ,0.0,400명대로 다시 낮아지고 있다고 하다가 12월 4일 629명..에휴
             김범진           ,0.0,코로나는 항공유 유출사태
             Reha Go           ,0.0,실시간 확진동향보면 500훨씬 넘을거같던데 다들 조심하세여
             C maker           ,0.0,주말이라서 그런 거잖아요... 당장 일주일 전만해도 같은 양상이고 월요일 되면 또 상승할텐데 의미없는 수치입니다...
             무적엘지정성훈           ,0.0,2단계+@는 뭐냐ㅋㅋ ㅅㅂ ㅋㅋㄱ
             에픽유튜브           ,0.0,주말도 400명 대인대 화요일 날은 얼마나 늘까..
             koli Koli           ,9.0,주말이라서 줄은거겟지
             임대표           ,1.0,조작아니냐??2.5단계  안갈려고 ㅋ 갑작 확줄어준다고?
             경규선           ,12.0,어쨌던 400명 넘은건 사실이네2.5단계 빨리 진행하고언넝좀 끝내자지긋지긋하다사우나도가고싶고나가서 맛난것도 먹고싶고놀러도 가고싶다
             LeoLee           ,0.0,It's weekend. C'mon.
             저녁호랑이           ,1.0,이걸 자랑이라고 ㅋㅋ 조금만 떨어지면 또 1단계 하고 터지고 할라고?
             곽수정           ,0.0,그래도안심할단계는아니니까다들조심했으면좋겠습니다
             GISU SUNG           ,0.0,으따 민노총 잘못은 절때 아니라니까 ㅋㅋㅋ
             ᄏᄏᄒᄒ           ,0.0,맨날 표에는 기준 넘으면 격상한다면서 막상 기준 넘으면 격상안함;;
             황미정           ,0.0,"다들 힘든 시기, 다같이 노력해야 소중한 일상이 돌아올 수 있습니다. 우리 조금만 더 힘내요"
             잼누리TV           ,0.0,주말이라 준거아녀 평일이면 600도넘었어
             오엘비스           ,0.0,김선희 앵커가 멋있네요
             오수진           ,0.0,코로나 사람을 피 말려 죽이네 .. ㅉ ㅉ
             똥개의황제           ,4.0,3단게로 올려
             涼風青葉           ,0.0,1000명 화요일날 나올겁니다 수요일에서 왔어요
             맞는소리다           ,0.0,너무 아쉬은 기사이군요 ㅠㅠ 빨리 코로나가 진정되서 다시 평화로운 생화을 하고 싶네요 모두들 조금만더 힘네주시고 의료진들 너무 고생 많으신데 더 열심히 힘네주세요 정말 감사합니다 정말정말 조금만 더 힘네주세여
             최종원           ,0.0,ㅋㅋㅋ 아직도 신천지 민주노총 전광훈 탓하는 대깨문 없지? ㅋㅋㅋ 그냥 이미 무증상 감염자 천지인거 정부만 모르는 비밀된지 오래임 ㅋㅋ
             Astra Hong           ,13.0,10월 31일 할로윈 술먹은 분들.11월 14일부터 확진자 그래프 기울기 꺾여 올라갑니다.당신 주변 누군가는 수년을 준비한 시험을 못봤고.누군가는 돌아가셨습니다.크리스마스 설날에 놀러 나오지 마세요. 제발 부탁합니다.
             배고파           ,0.0,500 이든 450 이든 그게 줄어드는거냐?도찐개찐이지
             Heeya in the world           ,4.0,"가족만나는것도 당분간은 같이 사는 가족들끼리만 함께 있고, 다른 집이나 지역에 사는 가족들은 안 만나야 합니다. 서울 단계 올라간다고 지방 고향으로 이김에 가족 친구들 만나러 온다는 사람은 많습니다. 그러면서 가족 만나는 건 괜찮다고 하고요. 제발. ㅠㅠ 자기가 머무르는 지역에서 꼭 만날 수밖에 없는 동거인, 동거 가족, 회사나 학교 사람들만 만나세요"
             방독면           ,0.0,그냥 다집에 잇어 나가지말고
             김소연           ,0.0,언론부터 말장난하니 큰일이네
             버기우솝           ,1.0,저번주 주말엔 검사 절반밖에 못돌리는데도 확진자수 별차이없다면 심각하다했으면서이번주는 갑자기또 약을파네 정부가 거리두기 단계 유지 그대로 가니까 상황이 다소 누그러져가고 있단식으로 선동이라도 하고싶은건가?정부눈치를 보는건지 아니면 그냥 키우는 개 인건지
             노이즈           ,1.0,유튜버들 관광객들 제주도좀 제발 그만 쳐 내려와라
             버기우솝           ,0.0,주말이잖아
             리엘레이포드           ,0.0,주말에 검사를 덜해서 그렇디
             계정파괴           ,0.0,나흘만에 500명아래가 아니라 아직도 세자리수라고 해야지ㅋㅋ
             김상대           ,0.0,지들이 집회 허용하라고 그난리를 쳐놓고 난리치는 우파들 보면 한심만 나옴 우파도 우파 나름이어야지 뭐 지들이 유리하면 우파 아니면 다 좌파냐 ??
             와우가모           ,0.0,주말이라고 검사를 안하는 넘들의 뇌구조가 궁금하네....주말이라고 바이러스가 쉬는 모양이네...
             킹스맨pro           ,0.0,구킴당지지자들이  일부러 바이러스뿌리고다니질않기를 의심스럽다🙄
             ᄋ억만장자tv           ,0.0,미국에 비하면 ㄷㄷ...
             이도영           ,0.0,아무의미없다
             채자의 아이돌 탐구생활2.0           ,0.0,백신만 믿지 말고 결국 스스로 방역 안하면 다같이 죽는거임..
             김성민           ,0.0,그래 말 안듣고 막처돌아다니고 퍼뜩 죽어라 말존내 안듣네 ㅋㅋ
             KH IS           ,0.0,이젠 검사자 n명에 확진자 0명이래도 안심을 못하겠음
             minju           ,0.0,조금만 참고 조금만 안나가면 되잖아요. 밖에 뭐있길래 자꾸 싸돌아다니는건지 참. 손 항상 깨끗이씻고 하지말라는건 좀 하지 맙시다 본인건강을 위해서라도
             덤feek           ,0.0,2주전만해도.. 나라에서 외식쿠폰도 주고 여행쿠폰도 줬었는데..... 정치에 전혀 관심없었는데 이번정부는 아 뭐지 정치가 중요하구나라고 느끼는 중입니다.. 지칩니다.. 일관성좀 챙기세요..
             김태윤           ,0.0,코로나 장난 그만치고 백신이나 빨리 구해라
             베른스위스           ,0.0,검사수 조절해서 정치방역 그만하고 10만명 한번에 검사해봐라 확진자 3000명 나올걸??
             지혜           ,1.0,K방역  으샤으샤 화이팅 !!
             이정민           ,0.0,하루빨리 코로나가 종식되어 힘든 시기가 극복되었으면 좋겠습니다 화이팅
             uno lee           ,0.0,그래도 완화되었다니 불행중에 다행이라 생각합니다. 힘든 시기에 고생하신 의료진분들께 항상 감사하는 마음을 가집니다.  힘든 시련을 겪은 만큼 이번 코로나 사태를 통하여 많은 부분을 반성하고 또 발전해 나가는 좋은 기회가 되었으면 합니다.
             Dan Boymale           ,0.0,솔직히 안나오고 숨어있는 확진자도 꽤 될것같은데
             Karl Heinrich Marx           ,0.0,성탄절이 1달도 안남았다.조심하자.
             sj kim           ,0.0,또 뭐 올리고싶음 올리고 내리고싶은 내리겠지
             이수민           ,2.0,환자들  진료비를 개인으로 납부토록하자. 정부에서 수백만원 되는것을 지불해주니. 너무나 양아치 환자들이 생기네요.  병원 지급하는돈을   차라리   단계를  3단계로 올리고 . 중소상공인들에게. 전국민 지원금으로  사용토록 합시다.  벌칙을 강하고   원칙을 벗어나는 .자들을   벌주는차원에서  시행토록하자.
             MrZugul           ,8.0,할로윈때 놀았던 놈들 패버리고 싶다..
             J           ,1.0,업소 체온계 오작동 90프로는 될 듯
             진도리           ,2.0,당장 12시부터 4시까지 통금시간 만들자.
             중국공산당 한국지부장 문재인           ,4.0,문재인이랑 민주당에 불리한 상황 될때마다 확진자 폭등중
             태현           ,0.0,격상할지 논의를 왜 해 그럼 기준을 왜 정했니 니들 멋대로 할거면
             짝쿵쿵           ,0.0,밥쳐먹을때 말을 하지말고 그냥 밥만 쳐먹어라뭔 말들이 그렇게들 많은지
             ᄒᄉ           ,0.0,더올라야지 왜떨어지냐. 주말타령하네
             룰룰루랄라           ,0.0,케이방역 역겹다
"             의병장,조작된 우리역사 찾기           ",5.0,제주는 하루 10만명이상이 들어오는데.. 확진자가 왜 없을까요? 그건 바로 동선공개입니다. 언제까지 거리두기단계만 올리고 자영업자 망하고 실업자 양상 시킬건가? 악순환의 반복이다. 당장 지자체는 동선공개하라~~ 소독하면 국민들은 다시찾는다.## 이번 3차확산의 주범들 ## 다시는 뽑지맙시다 ###부천시장 장덕천 더블어민주당/  고양시장 이재준 더블어민주장/ 송파구청장 박성수 더블어민주당/ 강서구청장 노현송 더블어민주당/
             ㅇㅅㅇ           ,0.0,500명대 밑으로 내려갔다고 하더라도 400명대도 아직 많은 수입니다 확진자 수 조금 줄었다고 바로 안심하는 사람이 없기를 바라며 코로나에 대해 경각심을 가지고 방역수칙을 지켜야 합니다
             Irene           ,0.0,확진자수 50명 미만  아니면 좀 닥쳤으면 좋겠다. 최고점에서 조금 내려온 것 가지고 잘 된 일인양 설레발 치니까 멍청한 것들이 더 돌아다니며 퍼뜨리지.
             수잠           ,0.0,이야 나는 제목보고 코로나 사라진줄 ㅋㅋ
             김광덕           ,0.0,코로나발생1년다댔다~전세계 코로나로 죽어나간사람들 또 나라에경제손실 또한 그로인해 개개인의손실~~이건말안해도 알겠지만~제발좀 조금씩만더 경각심가지고 코로나대처합시다~ 나하나 안지켜서수백수천이 감염됄수있습니다~
             민트우동           ,0.0,"줄어든 점은 다행이지만 이 뉴스를 보고 코로나에 대한 경각심이 줄어들까봐 걱정이네요. 요즘 코로나로 인해서 모두 지쳐가고 힘들지만 딱 한번의 의기심으로 모두의 자유를 늦추지 말고, 딱 한번의 배려로 모두의 자유를 다시 되찾읍시다!"
             임형           ,5.0,"일요일,월요일 발표자료는 주말에 검사자가 적어서 확진자도 적다"
             -_ᄒ           ,0.0,신규 확진자 늘면 단계격상 > 신규 확진자 감소 > 단계낮춤 > 싸돌아다님 > 신규 확진자 늘어남 단계격상 > 신규 확진자 감소 단계낮춤 악순환 반복임 걍 내리지 말고 지켜보다가 확실해지면 내리지 참..
             이너구리           ,0.0,"단순히 500에서 450된게 아니라 직전 대비 7000명 이상 줄어든 검사자, 2.2퍼에서 3퍼 오른 양성율임에도 450명인게 중요한거아님?비율로 따지면 평일에 700~800명 확진자 추세인것 같은데 정부나 언론은 죄다 숫자 놀음에 정신승리나 쳐하고 있네"
             리얼쿠크korean cook           ,1.0,불과 몇일전만 해도  술집에서 먹고 나온 젊은 사람들 대학생들 거의 5분1정도 마스크 안하고 다님. 진짜 이건 아닌것같아요. 아무리 젊어도  코로나 는  젊은사람 피해가면서  식사를 하지 않습니다.정말 방역수칙 지킵시다. 부탁합니다. 그리고 길에서 보면 어르 신들도  마스크  안하고 다니는 분들 많던데 도대체 그런 자신감은 어디서 나오는지 궁금하네요.
             호노카           ,0.0,1단계하자 에라이망하자그랑
             TaeWoo Kang           ,0.0,"지금도 자영업자 힘듭니다. 3단계로 올려서 모두 통제하면 자영업자들 다 자살합니다. 지금은 개인들이 마스크 잘 쓰고, 손 잘 씻는게 최선의 방법입니다.그리고 저는 겨울철마다 충농증, 독감으로 매년 앓았는데요. 저는 코로나 이전부터 마스크를 쓰기 시작했어요. 약간의 미열이 있거나 몸살기운 있으면 바로 병원가서 수액맞거나감기약을 미리 먹습니다. 그 이후로 한번도 아파본적이 없습니다. 그리고 4년 째 하루도 빠짐없이 운동하고 있고요.이 방법이 최선입니다. 교회, 헬스장 가서 문제라는 인식 때문에 교회, 헬스장 사람들로 영업하던 음식가게들 다 문 닫았습니다.이미 코로나는 못 막는 상황입니다. 개인이 철저해질 수밖에 없습니다."
             나흐           ,0.0,클럽은 하나? 젊은애들중에 클럽가서 여자를 하루라도 못꼬시면 엉덩이에 종기생기는 애들 많다고하는데 종기나면 어쩌나 종기나면 클럽가서  엉덩이 잘못흔들낀데
             갓매신화           ,0.0,당연히 주말에는 검사수가 줄으니까 확진자가 적게나오는건 당연한거 아닌지; 걱정되네요월-토일 → 주말 검사수 적음 = 확진자수도 적게나옴  → 500미만이라 격상 안한다  → 다음 평일에 다시 폭증 이런식으로 갈까봐 걱정이 큽니다사실상 주말인데 450명이면 적은것도 아닙니다;; 경각심좀 가지세요들
             리챠드           ,0.0,"코로나 확진자 제대로 집계가 되는게 이니라 정치에 예속된 언론 플레이 같다정말 확진자가 발생된 곳이라면 댄스교습 이라는 식 말고 정확한 동과 상호를 제시해라! 지금 코로나 뒤에 숨어서 기생하고 있는 인간들이 조작하고 있다는 생각이 든다 재앙 , 추녀 외 민주당 개의원들 코로나가 살리고 있군 호로시키들"
             한요셉           ,0.0,1년이 다 지나가는데 뉴스에 확진자가 줄었느니 뭐니 믿는사람들이 있네 주말이라 검사수 줄이는건 당연한 사실이고 이미 방역당국의 추적이 불가능해진지 오랜데...내빌라만해도 일주일째 기침해대고 밤새 가래  켁켁대며  벹어대는 인간들이 3~4명은 되는데 전국적으론 얼마나  있겠나? 물론 감지인지 코로나인지 알순없으나 우리가 알고있는 지금상황은 빙산의 일각임엔 틀림없음
             袁國琴           ,2.0,南韓人民注意 中國共匪習近平要發動第三次世界大戰  南韓與台灣要滅亡了  現在只有南韓與台灣向中國與北韓發動戰爭 消滅中國共匪習近平與北韓共匪小金才有機會活下來  南韓與台灣開戰吧
             없어요이름           ,0.0,나는 이해가 안가네 자영업자들 살리겠다고 코로나 다시 단계 내려버리고 다시 올리고 이게 뭐하는거야 자영업자들 분명히 힘든건 알겠는데 큰 숲을 봐야지 이대로 코로나 쭉 유지되면 생계가 힘들어질거는 뻔한거고 자영업자 본인들도 이대로 쭉 가면 앞으로도 장사 힘든거 알텐데 차라리 다 통제하고 잠잠해지면 다시 영업해야지..자영업 살리겠다고 계속 그래프 수치 올라갔다 내려갔다 언제까지 반복하려는건지 참
             걍루뷔           ,0.0,"확진자수를 국가에서 조작한다는 생각을 해본적있는사람??내일이라도 검사수를 늘리면 확진자는 늘어난다또한  검수수를 줄이면 확진자는 줄어든다....  이말에 부정한는 씹섿기 있냐?확진자수는 국가에서 코로나이후 언제든지 조정발표할수있다....  왜일까를 생각해보거라 확진자 수와 상관없이 전세계에서  죽어나는건 언제나  서민이다   .... 왜  서민만 죽어나는걸까?여기서  부당이득을 챙기는 씹샏기들은 누구인가를 생각해보거라.  매일같이  유투브에서 코로나 확진자수에 연연하지말고3월이후  확진자 80명이던 200명이던 500명이던     치명적 피해를 입은건 서민과 자영업자들뿐이지않은가.....왜   아직도  확진자 수에 연연하는가??   코로나 확진자수에  주가가 급등하고 급락하는 주가는  누구의 돈에 의해 조작되는가대한민국 언론 및  유트부 영상에서 코로나숫자를 언급하는게 서민들의 안전을위해서, 위해서?  하는걸까?코로나 관련 유트부 영상의 대부분은  조회수를노리는 영상일것이고언론은 국민의 알궐리?? 라고 포장하면서 꼼수를 부리는건 아닐까?  곰곰히 생각해보라~~~ 멍하니 아이들 만화보듯 영상만보고 보이는대로 믿지말고"
             널구리           ,4.0,교회를 봉쇄 시켜라 교회만 봉쇄시켜라 교회가 진정한 사회악이다
             하하늘과 나           ,1.0,윤석열 코로나 균 처럼 징글징글하다 찌질하게 놀지말고 사표 쓰고 국민의힘 당 으로 들어가라 완전 어울린다
             전승협           ,0.0,외국에서 백신부터 구해라...일본도 구해서 투약중인데...뭐하냐?
